Datalogfile:;R102_IBN_TORGUE
2016-08-02 17:14:57
Samplerate:;24.0;ms

Conditions:
1;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 1: Torque (REAL)
2;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 2: Torque (REAL)
3;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 3: Torque (REAL)
4;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 4: Torque (REAL)
5;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 5: Torque (REAL)
6;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 6: Torque (REAL)
7;No log
8;No log

No;Value 1;Value 2;Value 3;Value 4;Value 5;Value 6;Value 7;Value 8;
2209;0.01438044;-0.03646962;4.730476;0.2304269;-0.6001045;0.1611031;;;
2210;0.001245044;-0.02864168;4.73279;0.2224046;-0.589488;0.1635861;;;
2211;0.004687087;-0.02812184;4.753007;0.2100281;-0.5615095;0.1665233;;;
2212;0.01207426;-0.03474251;4.738401;0.2081743;-0.5714507;0.1838969;;;
2213;0.008939464;-0.04508725;4.741367;0.1983269;-0.5719246;0.1647089;;;
2214;0.006170895;-0.04980758;4.735002;0.1937675;-0.5541884;0.1584579;;;
2215;0.01266366;-0.02869501;4.724328;0.1767697;-0.6186476;0.1650508;;;
2216;0.006782623;-0.03477656;4.740986;0.1771291;-0.6368795;0.1688046;;;
2217;0.009098354;-0.03486906;4.738688;0.1610269;-0.6006988;0.1613789;;;
2218;0.01573974;-0.03406247;4.758052;0.1522114;-0.582553;0.1654758;;;
2219;0.00827811;-0.06170354;4.745028;0.1453105;-0.5673975;0.1619769;;;
2220;0.0008742439;-0.05600989;4.727842;0.1393798;-0.593263;0.1689302;;;
2221;0.002348859;-0.06325483;4.729594;0.1306054;-0.5763175;0.1682373;;;
2222;-0.006632791;-0.06471465;4.724088;0.1246082;-0.5779527;0.1611243;;;
2223;0.001428201;-0.06007559;4.726606;0.1226437;-0.5657372;0.1735131;;;
2224;0.0121347;-0.06956206;4.728937;0.1074306;-0.5376188;0.1691321;;;
2225;2.98599e-05;-0.04325422;4.730327;0.09627046;-0.5633868;0.1671791;;;
2226;0.01825523;-0.04403844;4.729696;0.09596193;-0.5637982;0.1672716;;;
2227;0.012342;-0.02278934;4.742117;0.08339296;-0.5763885;0.1704972;;;
2228;0.01453599;-0.05280284;4.719826;0.07821798;-0.5793711;0.1674675;;;
2229;0.01107235;-0.05051355;4.73349;0.06900963;-0.5758043;0.1689418;;;
2230;0.009814879;-0.04392447;4.722234;0.06473723;-0.5183266;0.1653825;;;
2231;0.009308185;-0.03653935;4.705477;0.06426472;-0.4931618;0.171656;;;
2232;0.006901356;-0.0396715;4.720716;0.05426089;-0.4170771;0.1563168;;;
2233;0.01209368;-0.04375507;4.725196;0.04648577;-0.3324261;0.1699003;;;
2234;0.007968637;-0.03393949;4.744467;0.04069413;-0.354283;0.174309;;;
2235;0.007573349;-0.04866373;4.733013;0.02602076;-0.261191;0.1716047;;;
2236;0.009707513;-0.03310429;4.720028;0.02317744;-0.2333855;0.1681419;;;
2237;0.007128721;-0.04178827;4.734458;0.01881036;-0.224941;0.1626591;;;
2238;0.005389207;-0.0689322;4.73951;0.00284174;-0.1967471;0.1643072;;;
2239;0.003399311;-0.04997224;4.734264;0.005526895;-0.1919263;0.1597805;;;
2240;0.005860335;-0.03545875;4.727827;-0.0005358484;-0.1860688;0.1588389;;;
2241;0.01637154;-0.06372904;4.726923;-0.01663687;-0.1855302;0.1412644;;;
2242;-0.01170102;-0.04923843;4.718576;-0.01889285;-0.1713342;0.1330021;;;
2243;0.01546887;-0.05259886;4.736579;-0.0266481;-0.1600069;0.129787;;;
2244;-0.002649886;-0.03165942;4.733436;-0.02642674;-0.1535487;0.1183797;;;
2245;0.01831624;-0.06107256;4.751734;-0.03393941;-0.1323994;0.1067593;;;
2246;0.02511395;-0.03129057;4.725133;-0.03671714;-0.1327105;0.1042642;;;
2247;0.01424778;-0.0624732;4.732061;-0.04026844;-0.127325;0.08790171;;;
2248;0.01177749;-0.03257344;4.724358;-0.04345851;-0.1375294;0.08030143;;;
2249;0.01034992;-0.03799011;4.718673;-0.04681747;-0.1325798;0.07959691;;;
2250;0.005928285;-0.03238502;4.727041;-0.04404436;-0.1255052;0.07230833;;;
2251;0.004215582;-0.0231169;4.737165;-0.04887998;-0.1190744;0.06459483;;;
2252;0.0230667;-0.03941282;4.731206;-0.04904387;-0.1288833;0.04742187;;;
2253;0.009578424;-0.03270827;4.743644;-0.04788156;-0.1296494;0.04809628;;;
2254;0.01111821;-0.03403756;4.724193;-0.04717882;-0.1272137;0.03938204;;;
2255;0.02302953;-0.03026121;4.740771;-0.04881942;-0.1106304;0.03129706;;;
2256;0.01044514;-0.0417806;4.718852;-0.04439084;-0.1168466;0.02679347;;;
2257;0.01499775;-0.06837223;4.735717;-0.05343133;-0.1188657;0.02118389;;;
2258;0.006405088;-0.06549527;4.72271;-0.04863149;-0.1109376;0.01650837;;;
2259;0.007780338;-0.03972927;4.73962;-0.04664458;-0.1043795;0.009287234;;;
2260;0.0142929;-0.07162777;4.724023;-0.04142524;-0.1027554;-0.002541169;;;
2261;0.02877159;-0.0162269;4.733924;-0.04858838;-0.1008706;-0.005256114;;;
2262;0.02448968;-0.02090907;4.723543;-0.04548591;-0.09560653;-0.01474997;;;
2263;0.01778584;-0.04217518;4.732827;-0.03921313;-0.04550633;-0.01821549;;;
2264;0.0143509;-0.06261609;4.733306;-0.04183976;0.07624214;-0.01922173;;;
2265;0.01925459;-0.04537515;4.736294;-0.04367045;0.2810648;-0.02859692;;;
2266;0.0295081;-0.04237069;4.72464;-0.05104856;0.3905993;-0.04579453;;;
2267;0.02492369;-0.05428781;4.735177;-0.0560894;0.4630977;-0.0480915;;;
2268;0.01247485;-0.0357755;4.740998;-0.08681882;0.5731876;-0.0622257;;;
2269;0.02158219;-0.03133448;4.739924;-0.1292743;0.6368713;-0.09064516;;;
2270;0.02108839;-0.05047687;4.714939;-0.135158;0.6889381;-0.1087412;;;
2271;0.02149489;-0.02341346;4.736274;-0.1769383;0.7301534;-0.1071136;;;
2272;0.02996096;-0.0618981;4.742292;-0.1820257;0.7205589;-0.1260018;;;
2273;0.03362714;-0.02839404;4.725472;-0.2008689;0.7151263;-0.1533887;;;
2274;0.02070413;-0.06705303;4.724804;-0.2168802;0.7368827;-0.159494;;;
2275;0.0191876;-0.03354174;4.739905;-0.2329622;0.6748903;-0.172795;;;
2276;0.025718;-0.0544939;4.742064;-0.2531376;0.6732065;-0.1864698;;;
2277;0.01567538;-0.06657488;4.727764;-0.2643768;0.6869316;-0.1990999;;;
2278;0.01427037;-0.03960725;4.720496;-0.2821008;0.6159586;-0.2219088;;;
2279;0.02313864;-0.06743993;4.710308;-0.2961224;0.6070188;-0.2237517;;;
2280;0.01237177;-0.04038284;4.728627;-0.3104459;0.6995035;-0.2332574;;;
2281;0.01243045;-0.03720903;4.720289;-0.3300603;0.6921472;-0.2415638;;;
2282;0.008574199;-0.02746709;4.722345;-0.3321549;0.6928468;-0.2616313;;;
2283;0.022716;-0.02368817;4.737886;-0.342588;0.6204101;-0.2700177;;;
2284;0.01134938;-0.03788625;4.7296;-0.3465526;0.6544838;-0.2638886;;;
2285;0.02070817;-0.04047211;4.740942;-0.3506055;0.6341735;-0.2734295;;;
2286;0.01836042;-0.03698418;4.725593;-0.3557838;0.6227039;-0.2691874;;;
2287;0.02263786;-0.07148851;4.728222;-0.3596838;0.659779;-0.2728818;;;
2288;0.01394346;-0.0649557;4.720182;-0.3534097;0.6070097;-0.2707596;;;
2289;0.0243725;-0.02551519;4.730423;-0.3618831;0.5721942;-0.2770472;;;
2290;0.008857961;-0.06806366;4.732543;-0.3557493;0.547078;-0.2695678;;;
2291;0.01150615;-0.04408646;4.714706;-0.3528474;0.5858063;-0.2699189;;;
2292;0.01385829;-0.02934683;4.750796;-0.3488678;0.5487159;-0.2710014;;;
2293;0.008737222;-0.03074427;4.746675;-0.3493785;0.6012116;-0.2612571;;;
2294;0.00900299;-0.03290285;4.736291;-0.3466196;0.6530335;-0.2771938;;;
2295;0.006589813;-0.05393369;4.73357;-0.3399712;0.6768869;-0.2624606;;;
2296;0.01695366;-0.04696748;4.718133;-0.3322941;0.6687405;-0.2575933;;;
2297;0.004364707;-0.0211464;4.73832;-0.3266872;0.6615953;-0.2702148;;;
2298;0.01177509;-0.02840478;4.723871;-0.3203383;0.6302018;-0.2648747;;;
2299;0.004526437;-0.03921443;4.711794;-0.3067632;0.581857;-0.2594326;;;
2300;0.01753137;-0.03751897;4.730705;-0.2971257;0.6561432;-0.2638185;;;
2301;0.01675336;-0.02799119;4.729212;-0.2903253;0.6624101;-0.2577387;;;
2302;0.0107878;-0.03088854;4.729707;-0.2856134;0.663198;-0.256975;;;
2303;0.004115934;-0.05933265;4.732121;-0.276082;0.596621;-0.2405323;;;
2304;-0.001478769;-0.07053775;4.72692;-0.2663315;0.552338;-0.2506693;;;
2305;0.01383544;-0.03339472;4.729185;-0.2539623;0.5897074;-0.249537;;;
2306;0.02129867;-0.03016955;4.724551;-0.2458103;0.5971633;-0.2506355;;;
2307;0.001865489;-0.05915508;4.725213;-0.2349395;0.6455172;-0.244441;;;
2308;0.02010531;-0.05465811;4.717886;-0.232118;0.6266823;-0.2392223;;;
2309;0.0001455689;-0.02938025;4.709621;-0.2100367;0.6545322;-0.2437014;;;
2310;0.01973451;-0.05270283;4.733974;-0.2070617;0.6372942;-0.2443159;;;
2311;0.02668588;-0.02693553;4.7377;-0.1891928;0.6493535;-0.2331645;;;
2312;0.01006821;-0.03822507;4.720877;-0.1857124;0.5800653;-0.2392387;;;
2313;0.01267335;-0.06593413;4.725963;-0.1718051;0.5908384;-0.2470422;;;
2314;0.005626379;-0.03359679;4.736154;-0.1707328;0.5989832;-0.2369424;;;
2315;0.01048934;-0.05113952;4.720701;-0.1547597;0.5655073;-0.24096;;;
2316;0.01929914;-0.0332524;4.734097;-0.1509918;0.6010551;-0.2357612;;;
2317;0.0215844;-0.06232098;4.738871;-0.141121;0.5846295;-0.2249538;;;
2318;0.01875665;-0.03775838;4.721855;-0.1275377;0.6193676;-0.2340561;;;
2319;0.01662767;-0.03659902;4.727391;-0.1209964;0.5508089;-0.2327967;;;
2320;0.01455159;-0.04072556;4.723719;-0.1069651;0.5749925;-0.2379843;;;
2321;0.00901052;-0.06121495;4.722484;-0.1042441;0.6162199;-0.2278475;;;
2322;0.02137233;-0.06761488;4.730165;-0.09404652;0.6355023;-0.2280889;;;
2323;0.005985201;-0.05002945;4.727462;-0.08276265;0.6264988;-0.228292;;;
2324;0.01148709;-0.03432463;4.715735;-0.08093449;0.6111728;-0.2296276;;;
2325;-0.0072901;-0.05216977;4.724044;-0.0693661;0.6261719;-0.2249048;;;
2326;0.01678868;-0.0619138;4.724705;-0.06261458;0.5946721;-0.225354;;;
2327;0.0140965;-0.04927436;4.733835;-0.05961166;0.6224763;-0.2211414;;;
2328;0.02547949;-0.03342998;4.722577;-0.05697727;0.6515675;-0.2222275;;;
2329;0.03374141;-0.06211989;4.71096;-0.0512981;0.6201622;-0.2197024;;;
2330;0.01548824;-0.026964;4.729149;-0.04854092;0.5989798;-0.2282511;;;
2331;0.01966564;-0.02692203;4.710823;-0.04541239;0.5941912;-0.2192008;;;
2332;0.02519228;-0.02468024;4.742446;-0.05136388;0.5830254;-0.2204659;;;
2333;0.01320908;-0.03902268;4.723897;-0.06533153;0.5701357;-0.2224998;;;
2334;0.01029204;-0.03351866;4.703218;-0.07539642;0.5672697;-0.2226495;;;
2335;0.008182147;-0.05908567;4.728601;-0.09015612;0.6275558;-0.2290332;;;
2336;0.01347851;-0.03244423;4.709148;-0.09623992;0.613314;-0.2058874;;;
2337;0.01274227;-0.02756344;4.730572;-0.1083574;0.6111286;-0.2143172;;;
2338;0.02414222;-0.06437083;4.735251;-0.1071129;0.6015098;-0.2206811;;;
2339;0.00887332;-0.03827388;4.738143;-0.1109614;0.5904274;-0.2210508;;;
2340;0.01690216;-0.05348612;4.712292;-0.117252;0.6309974;-0.2112142;;;
2341;0.01913246;-0.03919448;4.720283;-0.12514;0.6229386;-0.2103619;;;
2342;0.01805248;-0.06549769;4.722724;-0.1334262;0.6250561;-0.2112435;;;
2343;0.02005865;-0.0568913;4.721043;-0.1414658;0.6194286;-0.2070892;;;
2344;0.005712327;-0.04204324;4.730549;-0.1502042;0.5938321;-0.2008863;;;
2345;0.01389655;-0.04463359;4.71019;-0.1584018;0.5960063;-0.2087985;;;
2346;0.01034528;-0.03493207;4.712411;-0.1603346;0.6118256;-0.2091912;;;
2347;0.01839843;-0.02879963;4.727225;-0.176352;0.5914525;-0.2064589;;;
2348;0.0009134809;-0.03236941;4.723766;-0.1781359;0.6379498;-0.2034511;;;
2349;0.01932123;-0.03904969;4.739263;-0.1902788;0.6459596;-0.2134379;;;
2350;0.02866182;-0.02909398;4.729698;-0.1981532;0.6254525;-0.2079855;;;
2351;0.0105515;-0.06241054;4.718534;-0.2066638;0.6528931;-0.1948173;;;
2352;0.01711225;-0.02919821;4.717933;-0.2124454;0.6355426;-0.2069898;;;
2353;0.002197508;-0.06371297;4.722866;-0.2189974;0.6315043;-0.186012;;;
2354;0.008455226;-0.0691072;4.714526;-0.2193867;0.6432678;-0.2027763;;;
2355;-0.006152418;-0.06019934;4.727932;-0.2335514;0.6866182;-0.1995179;;;
2356;0.006438385;-0.02698812;4.722309;-0.2353084;0.6753314;-0.2043681;;;
2357;0.006446043;-0.02892806;4.710676;-0.2429775;0.6294155;-0.1927743;;;
2358;0.004517755;-0.02717668;4.721385;-0.2489734;0.5110349;-0.2047738;;;
2359;0.01108877;-0.05324432;4.709362;-0.2574179;0.5188099;-0.1969248;;;
2360;-0.006078139;-0.06188339;4.703876;-0.2505397;0.535607;-0.2047974;;;
2361;0.01877405;-0.02516093;4.715043;-0.2587999;0.5591023;-0.18615;;;
2362;0.005024292;-0.05408985;4.710936;-0.2644685;0.6039917;-0.1986742;;;
2363;-0.007450189;-0.04869889;4.721112;-0.2609131;0.5889203;-0.1956765;;;
2364;0.01121585;-0.06155556;4.727779;-0.2582272;0.5521297;-0.1933869;;;
2365;0.008316231;-0.0316105;4.716625;-0.2499477;0.5118701;-0.1920797;;;
2366;0.007597946;-0.0291187;4.718559;-0.246158;0.587306;-0.1955999;;;
2367;0.01688211;-0.05347904;4.711636;-0.2468591;0.5609944;-0.1886932;;;
2368;0.01811515;-0.05268735;4.72121;-0.2361445;0.6200129;-0.1974488;;;
2369;0.02035661;-0.02542193;4.727597;-0.2306642;0.6206896;-0.1817143;;;
2370;0.004803446;-0.03579938;4.731436;-0.2292324;0.6067224;-0.1850692;;;
2371;0.01239054;-0.03393784;4.705896;-0.2147343;0.5962678;-0.1820685;;;
2372;0.01358883;-0.02864953;4.708643;-0.2142384;0.5270272;-0.18014;;;
2373;0.01397109;-0.03513626;4.732783;-0.206006;0.4926911;-0.1849187;;;
2374;0.01098501;-0.04240547;4.71614;-0.1994957;0.4805295;-0.179474;;;
2375;0.02450717;-0.0590565;4.72543;-0.1892971;0.5949023;-0.1896611;;;
2376;0.01384422;-0.05493424;4.724164;-0.1769681;0.5926443;-0.1884133;;;
2377;0.0107129;-0.04031207;4.728412;-0.1759541;0.6324897;-0.1885559;;;
2378;0.005308264;-0.0667334;4.714714;-0.1650869;0.5831159;-0.188314;;;
2379;0.01464527;-0.03173869;4.715972;-0.1593189;0.552552;-0.185211;;;
2380;0.008676253;-0.06335975;4.737216;-0.1442074;0.574634;-0.180932;;;
2381;0.01813339;-0.05553709;4.700629;-0.1415448;0.572212;-0.1798137;;;
2382;0.01086224;-0.03772796;4.727221;-0.1385717;0.637658;-0.1851548;;;
2383;0.002590817;-0.06110599;4.720551;-0.1322262;0.6008774;-0.1785214;;;
2384;0.01020421;-0.04270533;4.709241;-0.1265551;0.5946227;-0.1806832;;;
2385;0.02069107;-0.03332122;4.718415;-0.1130533;0.551307;-0.1837007;;;
2386;0.02296375;-0.06021633;4.71985;-0.1127523;0.547385;-0.1847418;;;
2387;0.01286376;-0.01925327;4.728235;-0.1040056;0.4985611;-0.1716413;;;
2388;0.01130999;-0.0283006;4.715915;-0.09293457;0.524744;-0.1772007;;;
2389;0.01300634;-0.04772199;4.693457;-0.08978689;0.5579525;-0.1721755;;;
2390;0.004154955;-0.05367972;4.720994;-0.0817711;0.5102682;-0.1753791;;;
2391;0.01038419;-0.0550611;4.706486;-0.07609044;0.4547857;-0.1673459;;;
2392;0.01570829;-0.03039137;4.725062;-0.07858727;0.4630201;-0.1799059;;;
2393;0.01923947;-0.02439302;4.716956;-0.06552691;0.3740551;-0.1687338;;;
2394;0.006456004;-0.031322;4.705744;-0.05750051;0.3203214;-0.1764159;;;
2395;-0.005265396;-0.04168425;4.710014;-0.0492132;0.2731628;-0.1673414;;;
2396;0.018512;-0.04059035;4.708459;-0.04611862;0.2493501;-0.1734937;;;
2397;0.002512536;-0.06309868;4.718574;-0.03742598;0.2276899;-0.1702372;;;
2398;0.0005268302;-0.03576487;4.712914;-0.02579116;0.2223345;-0.1692805;;;
2399;0.003327209;-0.05939492;4.719007;-0.02476022;0.2074216;-0.1643682;;;
2400;0.01784199;-0.05278202;4.72066;-0.02286984;0.1651657;-0.166826;;;
2401;0.002891358;-0.04618389;4.713145;-0.0127271;0.1670062;-0.1685387;;;
2402;0.0009002528;-0.06177128;4.735261;-0.009211118;0.1763925;-0.1452971;;;
2403;0.01879853;-0.0585091;4.710081;0.003782597;0.1596486;-0.1379966;;;
2404;0.01932446;-0.06340259;4.711568;0.003138331;0.1631249;-0.1389132;;;
2405;-0.004038041;-0.05213635;4.719969;0.01235586;0.1620521;-0.1305586;;;
2406;0.01377617;-0.05669244;4.717455;0.01868369;0.1562794;-0.1310977;;;
2407;0.002344019;-0.02809833;4.721336;0.0179965;0.1534951;-0.1115466;;;
2408;0.009356128;-0.03279394;4.71668;0.02509072;0.1511512;-0.1104265;;;
2409;0.003617654;-0.04367991;4.711023;0.03357798;0.1483216;-0.1041969;;;
2410;-0.001343295;-0.05467416;4.696073;0.04207989;0.1527361;-0.1009372;;;
2411;-0.00315884;-0.02717209;4.722356;0.039085;0.152121;-0.0930141;;;
2412;0.0003135267;-0.04064922;4.725847;0.04824658;0.1454353;-0.08461792;;;
2413;-0.01178751;-0.05429569;4.710639;0.05025851;0.1403813;-0.0821083;;;
2414;0.006477138;-0.02966123;4.715882;0.04407213;0.1443046;-0.07419836;;;
2415;0.0005147172;-0.03929702;4.725118;0.05112731;0.1438767;-0.0669601;;;
2416;0.006200742;-0.04351389;4.715782;0.05263384;0.1404496;-0.06003245;;;
2417;0.001630792;-0.04806302;4.72373;0.05382079;0.1414758;-0.05994378;;;
2418;-0.001845377;-0.03184988;4.70915;0.05255875;0.1459954;-0.05754402;;;
2419;0.005756671;-0.06089851;4.719547;0.05127718;0.1373747;-0.05324684;;;
2420;0.002977926;-0.02713403;4.722043;0.05288672;0.13272;-0.04962524;;;
2421;0.001906303;-0.04171307;4.72458;0.0556863;0.132256;-0.03879077;;;
2422;-0.002350237;-0.05050834;4.73439;0.05543393;0.1355814;-0.03151523;;;
2423;0.004207756;-0.04562534;4.721184;0.05537372;0.1344391;0.03438437;;;
2424;-0.01594559;-0.04439162;4.717342;0.05185691;0.1269687;0.1753367;;;
2425;0.01243224;-0.03432621;4.719709;0.05164108;0.07927948;0.2858022;;;
2426;-0.0009794551;-0.03567626;4.69083;0.04221585;0.0477058;0.3755595;;;
2427;-0.000732848;-0.05881321;4.7142;0.04572685;0.04784067;0.4495486;;;
2428;-0.000942209;-0.03151136;4.720289;0.04042798;0.02224137;0.5076292;;;
2429;-0.0032115;-0.04449472;4.729598;0.04022918;0.0001352129;0.5478562;;;
2430;0.00375611;-0.03686981;4.71597;0.0421454;-0.02193641;0.5945204;;;
2431;-0.006569219;-0.05091934;4.717306;0.03080102;-0.04520502;0.63397;;;
2432;-0.005620707;-0.06110657;4.711833;0.03169993;-0.05269055;0.5911554;;;
2433;-0.01452452;-0.05146127;4.718907;0.0324725;-0.07477301;0.6010844;;;
2434;-0.005636426;-0.02579908;4.711723;0.02222268;-0.08579845;0.5847497;;;
2435;-0.001591652;-0.04235183;4.721653;0.0286314;-0.1087286;0.5796346;;;
2436;-0.0004602992;-0.06777613;4.715227;0.02464965;-0.1312408;0.5532995;;;
2437;0.008819886;-0.06258556;4.711599;0.01834862;-0.1418004;0.551891;;;
2438;-0.003725015;-0.02875624;4.709706;0.02214955;-0.1532128;0.5659348;;;
2439;-0.01397593;-0.06231058;4.724119;0.009878242;-0.1817345;0.5897173;;;
2440;0.006281512;-0.04540833;4.713061;0.008671896;-0.1870254;0.5526304;;;
2441;0.006357435;-0.06480975;4.699772;0.01325582;-0.2037147;0.5278986;;;
2442;-0.006190993;-0.04550519;4.706128;0.008471437;-0.2081109;0.5801896;;;
2443;-0.005718544;-0.05904894;4.706288;0.00319084;-0.2183782;0.5909448;;;
2444;-0.002220953;-0.05733468;4.710882;0.001973525;-0.2267754;0.531463;;;
2445;-0.0009912387;-0.05688316;4.704585;0.0007977106;-0.2384701;0.5605403;;;
2446;-0.01213105;-0.03015144;4.719007;0.002339814;-0.2329025;0.5538421;;;
2447;-0.003394855;-0.03371637;4.717885;-0.002414758;-0.2417146;0.5626858;;;
2448;0.0007595082;-0.02955493;4.728945;-0.006589571;-0.2499434;0.5891352;;;
2449;0.02079904;-0.05579874;4.726064;-0.00286264;-0.2504193;0.5111094;;;
2450;0.002318459;-0.02999651;4.727243;-0.001648533;-0.2574821;0.5669402;;;
2451;0.004745275;-0.04676782;4.721651;-0.0151072;-0.2370475;0.5678363;;;
2452;-0.01005613;-0.02703032;4.720906;-0.01626464;-0.2490939;0.574294;;;
2453;0.004699195;-0.05215447;4.711454;-0.01230079;-0.2489894;0.5805559;;;
2454;0.002156987;-0.06111402;4.725077;-0.01767197;-0.2495793;0.5207271;;;
2455;-0.005921193;-0.0355459;4.727952;-0.02111061;-0.2603951;0.5199474;;;
2456;-0.00645416;-0.06946004;4.717419;-0.02059828;-0.2615114;0.5906882;;;
2457;-0.02215946;-0.06628929;4.705299;-0.02516873;-0.24788;0.5458842;;;
2458;-0.0004374215;-0.05476897;4.717416;-0.0300622;-0.2516525;0.5497921;;;
2459;0.001844985;-0.04997298;4.732882;-0.03178709;-0.2545959;0.5152278;;;
2460;-0.001587642;-0.02680403;4.724494;-0.02752088;-0.2423694;0.5532029;;;
2461;0.001727942;-0.03156416;4.711681;-0.03681525;-0.2479649;0.5783291;;;
2462;-0.01343419;-0.04077134;4.715798;-0.03227973;-0.2405255;0.5813249;;;
2463;-0.0092179;-0.05985669;4.710303;-0.03099841;-0.2384089;0.5263191;;;
2464;-0.002433831;-0.03321857;4.724609;-0.0398827;-0.2509781;0.5291899;;;
2465;-0.01298453;-0.03868557;4.723964;-0.03624652;-0.2352466;0.5212754;;;
2466;-0.0135099;-0.06328617;4.707727;-0.03913754;-0.2359586;0.5770863;;;
2467;-0.007297629;-0.04335925;4.715658;-0.0373948;-0.2510667;0.5606771;;;
2468;-0.01160237;-0.06440989;4.715355;-0.04331193;-0.2442955;0.5006758;;;
2469;-0.007821987;-0.05490121;4.714893;-0.04331642;-0.2392843;0.525436;;;
2470;-0.006066192;-0.02674472;4.726698;-0.04170991;-0.2413261;0.5309197;;;
2471;0.005222557;-0.06745333;4.71525;-0.04460124;-0.2431948;0.5509902;;;
2472;-0.01133577;-0.0693153;4.716196;-0.04543131;-0.2456711;0.5423241;;;
2473;-0.006711649;-0.06191118;4.718489;-0.05038729;-0.2391365;0.5370868;;;
2474;-0.007967853;-0.03646592;4.723726;-0.04833945;-0.2304899;0.4926921;;;
2475;0.004200185;-0.03889105;4.714277;-0.05059651;-0.2355078;0.5474441;;;
2476;-0.01210618;-0.02588881;4.725353;-0.04925447;-0.2329111;0.5554308;;;
2477;-0.01532204;-0.05104246;4.732526;-0.04685285;-0.2444615;0.5468481;;;
2478;-0.01251328;-0.04099509;4.713268;-0.05439908;-0.233026;0.5177537;;;
2479;-0.01026906;-0.03211208;4.721406;-0.05421075;-0.2340437;0.4918403;;;
2480;0.006643014;-0.02250037;4.717691;-0.05984234;-0.2317467;0.5697367;;;
2481;-0.00351663;-0.08122985;4.723728;-0.05530148;-0.2214982;0.5651582;;;
2482;-0.008832531;-0.03943475;4.713615;-0.05417123;-0.2323621;0.5307061;;;
2483;0.001343978;-0.02250854;4.736146;-0.06010554;-0.2372977;0.5562647;;;
2484;-0.01032825;-0.02662008;4.734782;-0.05832816;-0.2317312;0.5167692;;;
2485;0.003267213;-0.06269464;4.718701;-0.05512014;-0.2342033;0.5733153;;;
2486;-0.003115362;-0.06142868;4.724333;-0.05124457;-0.2280645;0.5709769;;;
2487;0.00665212;-0.06133793;4.725525;-0.05591377;-0.2267599;0.5118925;;;
2488;-0.008668974;-0.03880072;4.708107;-0.06002706;-0.2221772;0.5473409;;;
2489;-0.0008504342;-0.06670938;4.727123;-0.06257558;-0.2215133;0.4863226;;;
2490;0.001731451;-0.04576427;4.722126;-0.0535049;-0.2263603;0.5575392;;;
2491;-0.0004147027;-0.03660541;4.700398;-0.05497084;-0.2277436;0.5633302;;;
2492;-0.007783159;-0.06569684;4.719579;-0.06459609;-0.2155253;0.5208773;;;
2493;-0.003775742;-0.0712239;4.708116;-0.06080052;-0.2285614;0.5432207;;;
2494;0.002636849;-0.03327454;4.705812;-0.061634;-0.2241594;0.5559288;;;
2495;-0.002967241;-0.03681912;4.706863;-0.05512374;-0.2128358;0.5539129;;;
2496;-0.007477629;-0.02868399;4.725984;-0.06368258;-0.2330372;0.5736692;;;
2497;-0.00214148;-0.05219804;4.728364;-0.05582787;-0.2323765;0.5049047;;;
2498;-0.01120554;-0.03336722;4.722191;-0.06404854;-0.2266641;0.5442448;;;
2499;-0.002362648;-0.04968944;4.714304;-0.06411336;-0.2192986;0.537746;;;
2500;-0.01952355;-0.05452866;4.719019;-0.06079181;-0.2194365;0.5685973;;;
2501;-0.00733057;-0.03410713;4.731722;-0.06666302;-0.2114578;0.554755;;;
2502;0.0003092821;-0.02973961;4.702924;-0.05805808;-0.2211106;0.5165418;;;
2503;-0.0154741;-0.05313191;4.717916;-0.05617584;-0.2163305;0.5144189;;;
2504;0.008832085;-0.03318914;4.708606;-0.05967155;-0.2158289;0.5417141;;;
2505;-0.008978719;-0.06770386;4.710356;-0.06568135;-0.2090767;0.5014616;;;
2506;-0.003076494;-0.06137853;4.727586;-0.05440984;-0.2171975;0.4854771;;;
2507;-0.0188405;-0.04246591;4.718366;-0.06257257;-0.2146295;0.4271197;;;
2508;-0.004758533;-0.05973564;4.728889;-0.05777187;-0.2045626;0.3925237;;;
2509;0.003408986;-0.02612061;4.69705;-0.06444512;-0.2045146;0.3527759;;;
2510;-0.01045648;-0.05241395;4.720766;-0.0638872;-0.2072318;0.3123922;;;
2511;0.003815171;-0.02470752;4.72353;-0.06667846;-0.1904363;0.2810174;;;
2512;-0.01993284;-0.04275172;4.704979;-0.06460089;-0.1836992;0.1830231;;;
2513;-0.02460504;-0.06648588;4.71619;-0.06099353;-0.151677;0.06962313;;;
2514;0.006988875;-0.02143628;4.716356;-0.05785256;-0.07039224;-0.3463033;;;
2515;-0.01447765;-0.06780082;4.721468;-0.04391881;0.003748887;-0.4249135;;;
2516;-0.01027787;-0.06322585;4.708896;-0.04615854;0.02888485;-0.5126868;;;
2517;-0.01068079;-0.04604458;4.718182;-0.03972669;0.05932176;-0.4930316;;;
2518;-0.006682571;-0.04324785;4.709934;-0.03450698;0.09298636;-0.5076056;;;
